created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location
2023-12-05 00:01:01+07:00,1731720272468689309,For Hindu girls who marry Muslims hijab is just another fashion no matter the fact that Mahsa Amin (just like thousands of girls in Islamic countries)was killed for wearing it wrongly.For them  cooking is just another fun hobby.Ideally Hindu women are the vessels of the Hindu 1/n,1,1,4,16,en,823691984,1731720272468689309,PoojaPophale,https://twitter.com/PoojaPophale/status/1731720272468689309,,
2023-12-05 00:06:05+07:00,1731721547528745220,Amin https://t.co/mpajRO6X4g,0,1,0,6,en,1455113816262512643,1731721547528745220,zubizubi_du,https://twitter.com/zubizubi_du/status/1731721547528745220,https://pbs.twimg.com/media/GAhPkIDWIAEpLw0.jpg,
2023-12-05 00:08:59+07:00,1731722276154814877,@Alia20268374 @connorboutit @billardthegoat @MudugGangster @DAYBON1596231 @ilhan_bby @abxshx @esssharif @xruweda @THEYLOVESAMSS @ghostinglq @malyunnx @Ham4a_ @sadiasharifx @BobbyBrrr @YoungAdz1 @Abzz23_ @IllyMilli @metro_17th @Mxntana17 @Qmcapone @wavey_ub @kingkhxlid @kidfromda3 @amin_1up Now yuo see,1,9,1,1,en,1672412034883805184,1731294519868461278,UnLovedGoy,https://twitter.com/UnLovedGoy/status/1731722276154814877,,Hashemite Kingdom of Macrobia
2023-12-05 00:12:37+07:00,1731723190915813450,Shower time 🥰🥰 https://t.co/J92cKQd7AG,0,1,2,78,en,1545726195576233985,1731723190915813450,AminAlward,https://twitter.com/AminAlward/status/1731723190915813450,https://pbs.twimg.com/amplify_video_thumb/1731723165833777152/img/zRKxUadeSMwc8Pxl.jpg,"İstanbul, Türkiye"
2023-12-05 00:21:27+07:00,1731725415855841490,#Knowledge is Power.  #Information is Liberating.  #Education is the premise of progress   in every society   in every family ! I am honoured to be part of the Valedictory Ceremony of E &amp; F  wards - South Mumbai Science Exhibition !  #science #education #Progress #AwamKiAawaz… https://t.co/xG3lLc83Ih,0,0,4,15,en,923318154,1731725415855841490,mlaAminPatel,https://twitter.com/mlaAminPatel/status/1731725415855841490,https://pbs.twimg.com/amplify_video_thumb/1731724990306000897/img/dLh6gNvqv27ymXb9.jpg,Mumbai
2023-12-05 00:25:02+07:00,1731726318356537485,academic comeback this time begad mesh hezar,2,2,4,23,en,1264407252590608384,1731726318356537485,hannahamiin,https://twitter.com/hannahamiin/status/1731726318356537485,,
2023-12-05 00:33:16+07:00,1731728386932814133,Amin 🥵 https://t.co/71W0Iy5e20,0,0,0,0,en,755900120999145472,1731728386932814133,manuquiros1,https://twitter.com/manuquiros1/status/1731728386932814133,https://pbs.twimg.com/ext_tw_video_thumb/1731644391763369984/pu/img/ndcPbkTVKsyVWrEe.jpg,Costa Rica
2023-12-05 00:40:31+07:00,1731730211605971263,Amin Aminnn.... https://t.co/9RV0kkbPIw,0,0,0,0,en,1630837355832655881,1731730211605971263,ZalKaratas,https://twitter.com/ZalKaratas/status/1731730211605971263,,
2023-12-05 00:41:24+07:00,1731730436433346612,Head In Game Now  Get Your 2023 #CoDM Report and Share!  Accessible from the pop-up window or news section https://t.co/7AsCHH1xHu,1,28,14,135,en,1210520402474209282,1731730436433346612,AminGhx,https://twitter.com/AminGhx/status/1731730436433346612,https://pbs.twimg.com/media/GAhXoJmXoAA8Mk6.jpg,Iran
2023-12-05 00:43:06+07:00,1731730864868937829,YENİ BİR AŞK YENİ BİR İŞ YİNE GÜLECEK BIR NEDEN LAZIM YENİ BİR HABER YENİ BİR KADER BUNLAR İÇİN BANA ŞANS LAZIM (amin diyoruz),184,114,3189,30275,tr,1052864904397549569,1731730864868937829,zdgnr,https://twitter.com/zdgnr/status/1731730864868937829,,
2023-12-05 00:44:16+07:00,1731731158113701963,Amin Allahumme Amin,0,0,1,2,en,1670455048285945856,1731731158113701963,T_Dogan_,https://twitter.com/T_Dogan_/status/1731731158113701963,,
2023-12-05 00:55:30+07:00,1731733984059498804,With zero functioning brain cells &amp; IQ below freezing point  Nani is the undisputed Queen of duffers. Miaoon Saab (as in cat) was voted 2nd most corrupt politician in the world today  just behind his best buddy Modi Jee. Patwaris: Mubarakan Miaoon Saab ki 2nd position ayi hai :)) https://t.co/ZbLygX5NR4,9,47,615,1674,en,507844422,1731733984059498804,FaisalAminKhan,https://twitter.com/FaisalAminKhan/status/1731733984059498804,https://pbs.twimg.com/media/GAha4XfW8AAJi8N.jpg,"Dera Ismail Khan, Pakistan"
2023-12-05 00:56:22+07:00,1731734200611709094,This is how Meta smart glasses can help blind people. https://t.co/5Bkl8osCue,0,0,0,3,en,1534204158727057408,1731734200611709094,a_4amin,https://twitter.com/a_4amin/status/1731734200611709094,https://pbs.twimg.com/media/GAhXQfLbIAAzw5-.jpg,
2023-12-05 00:56:45+07:00,1731734296824574047,I pray that this December and the year 2024 is full of growth blessings productivity new opened doors and opportunities 🤲🏽  SAY AMIN 🙏🏾✨✨✨,1,68,111,124,en,1113720670779842560,1731734296824574047,AbdulMMY00,https://twitter.com/AbdulMMY00/status/1731734296824574047,,Enroute
2023-12-05 00:58:41+07:00,1731734784869867929,HBD Dear @matthewbian 💝  ♟️Bahram the Zebra ♟️Based on a famous persian poem  ♟️Against war &amp; conflict ♟️Still life photo manipulated by Photoshop  ♟️14 #tezos ♟️3/5  https://t.co/ukeXVsZb4Y  @hanitheartist @AsayeshRoya @Amin_The_Artist https://t.co/2Sxx4q1d2y,0,3,6,12,en,1580562131925307397,1731734784869867929,SajiFall,https://twitter.com/SajiFall/status/1731734784869867929,https://pbs.twimg.com/media/GAhbi80WcAAzmDh.jpg,Persia 
2023-12-05 01:01:45+07:00,1731735558890697071,AMİN,0,0,0,1,en,1309899749475135489,1731735558890697071,eminnozdmrr,https://twitter.com/eminnozdmrr/status/1731735558890697071,,Mersin
2023-12-05 01:02:02+07:00,1731735629955014879,@infomubashir @INCIndia @revanth_anumula https://t.co/jv6xD9xwCz,0,0,0,3,qme,2962829179,1731725925459595520,amin_palekar,https://twitter.com/amin_palekar/status/1731735629955014879,,
2023-12-05 01:08:09+07:00,1731737169436319765,My Workerholic Governor.  May Allah continue to guide you  your Excellency  Malam @dikko_radda (Gwagwaren Katsina). Amin.  We've always been happy to be in your political garden from day one. ✌️.  #BuildingYourFuture. #NewKatsinaIsPossibleInshaAllah https://t.co/TwJfv1hzQQ,0,4,7,28,en,1499529385619173383,1731737169436319765,Basheernuhu01,https://twitter.com/Basheernuhu01/status/1731737169436319765,https://pbs.twimg.com/media/GAhdxg9XMAAo65Q.jpg,"Dandume, Katsina state 🇳🇬"
2023-12-05 01:13:00+07:00,1731738387646738627,Season 11 Cinematic Trailer  Mythic Siren Reveal! #CoDMobile #CODm https://t.co/2BTIRqIwcZ,16,32,93,564,en,1210520402474209282,1731738387646738627,AminGhx,https://twitter.com/AminGhx/status/1731738387646738627,https://pbs.twimg.com/ext_tw_video_thumb/1731738170423738369/pu/img/DAC75xcm19GKUngt.jpg,Iran
2023-12-05 01:16:14+07:00,1731739202415444124,The sheer number of job opportunities I have missed once it gets to that “are you a US citizen” stage😭😭😭.  Well  water wey person go drink no go flow pass person  ire temi ma de (Amin),4,8,4,26,en,1006877964255055873,1731739202415444124,_balogun19,https://twitter.com/_balogun19/status/1731739202415444124,,"Lagos, Nigeria"
2023-12-05 01:18:45+07:00,1731739834199237006,Amin Amin Amin  🇵🇸🇹🇷🇵🇸 https://t.co/uWINvQVKfi,0,0,0,0,en,1321199146188054532,1731739834199237006,durucan26939507,https://twitter.com/durucan26939507/status/1731739834199237006,https://pbs.twimg.com/ext_tw_video_thumb/1731410765540655104/pu/img/uSOSZtmZG8FOMARJ.jpg,
2023-12-05 01:22:03+07:00,1731740664998539613,Amin amin amin amin https://t.co/2FEb1mXyXo,0,0,1,2,en,1602369682966810627,1731740664998539613,MuratAr37583839,https://twitter.com/MuratAr37583839/status/1731740664998539613,https://pbs.twimg.com/ext_tw_video_thumb/1731410765540655104/pu/img/uSOSZtmZG8FOMARJ.jpg,
2023-12-05 01:25:02+07:00,1731741418274566219,First Thoughts on Mythic Siren? #CoDMobile #CODm https://t.co/xop5KhygHl,22,90,57,517,en,1210520402474209282,1731741418274566219,AminGhx,https://twitter.com/AminGhx/status/1731741418274566219,https://pbs.twimg.com/media/GAhhnqwWgAEi6LY.jpg,Iran
2023-12-05 01:27:13+07:00,1731741964771484158,Listen to Hiphopologist x Kagan - Cardi [Prod. Kagan  Kiyot  ThatsBiggi] by Hiphopologist on #SoundCloud https://t.co/s34XkTzSLX,0,0,0,0,en,1553392593463042050,1731741964771484158,MohammadAmin_pg,https://twitter.com/MohammadAmin_pg/status/1731741964771484158,,الان تهرانم
2023-12-05 01:29:10+07:00,1731742454620082182,Mythic Siren Exclusive Execution Move #CoDMobile #CODm https://t.co/weqjLl3Uxj,8,16,27,331,en,1210520402474209282,1731742454620082182,AminGhx,https://twitter.com/AminGhx/status/1731742454620082182,https://pbs.twimg.com/ext_tw_video_thumb/1731742418188328960/pu/img/UQTYSGM4BFS_xpWW.jpg,Iran
2023-12-05 01:32:16+07:00,1731743236090184028,Amin Amin,0,0,0,16,en,1510148983,1731743236090184028,mustafademirok5,https://twitter.com/mustafademirok5/status/1731743236090184028,,
2023-12-05 01:32:36+07:00,1731743320093716722,Get Ready to Rock the Christmas! #CoDMobile #CODm https://t.co/2XWbWBWHfi,1,4,16,162,en,1210520402474209282,1731743320093716722,AminGhx,https://twitter.com/AminGhx/status/1731743320093716722,https://pbs.twimg.com/media/GAhjW5kWMAAfoNP.jpg,Iran
2023-12-05 01:38:21+07:00,1731744769603215591,Amin,0,0,1,2,en,1723387828002791424,1731744769603215591,FateemahZaarah,https://twitter.com/FateemahZaarah/status/1731744769603215591,,Nigeria
2023-12-05 01:39:33+07:00,1731745069596627010,AMİN 🤲🤲,0,0,0,18,en,1242192444562771973,1731745069596627010,Fb8ekici,https://twitter.com/Fb8ekici/status/1731745069596627010,,"Ankara, Türkiye"
2023-12-05 01:39:34+07:00,1731745073476608404,Fight me.  #NBA #inseasontournament #ist https://t.co/hV1ralmk2m,12,38,12,183,en,858750770,1731745073476608404,DarthAmin,https://twitter.com/DarthAmin/status/1731745073476608404,https://pbs.twimg.com/media/GAhk9xUaYAINBjs.jpg,Mustafar x Ahch-To x Sriluur
2023-12-05 01:40:33+07:00,1731745321573605871,Is this the place that I’ve been dreaming of? #trek #hike #hiking #mountain #k2 https://t.co/SRCCtYDvp8,0,1,0,4,en,181519377,1731745321573605871,HassanAminPk,https://twitter.com/HassanAminPk/status/1731745321573605871,https://pbs.twimg.com/ext_tw_video_thumb/1731745271758135296/pu/img/ZwwBIh89mfJGY8ln.jpg,
2023-12-05 01:49:55+07:00,1731747677551948115,Celebrate Christmas With Special Sales!  Starting from December 22 UTC and during 12 days of sales  everyday an offer is waiting for you.  Some discounts: • Siren’s Song Mythic Drop (Mythic Siren) • Christmas Series Armory • Jingle Jingle Draw (New Legendary PPSh-41) • Mythic… https://t.co/58n1bHMF63,3,16,25,230,en,1210520402474209282,1731747677551948115,AminGhx,https://twitter.com/AminGhx/status/1731747677551948115,https://pbs.twimg.com/media/GAhnVNSX0AE1IA6.jpg,Iran
2023-12-05 01:51:37+07:00,1731748104792379477,Grants to Tla’amin Nation will help protect ecosystems https://t.co/KfJxLFyQHM,0,0,0,0,en,16122006,1731748104792379477,Peak_Aboo,https://twitter.com/Peak_Aboo/status/1731748104792379477,,"Powell River, BC Canada "
